time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2010-04-01T07:37:22.700Z,27.269,53.683,5.6,4.2,mblg,18,216,,,us,usp000ha6q,2014-11-07T01:41:08.795Z,"63 km SW of Ger?sh, Iran",earthquake,,,,,reviewed,teh,teh
2011-12-09T08:46:36.600Z,27.266,52.934,17.2,4.4,mb,64,115.2,,,us,usp000jbzx,2014-11-07T01:46:32.407Z,"32 km S of Mohr, Iran",earthquake,,,,9,reviewed,teh,us
2019-11-06T12:23:35.586Z,27.2623,54.8198,10,4.3,mb,,58,2.621,0.68,us,us700063wv,2020-02-01T23:21:40.040Z,"78 km N of Bandar-e Lengeh, Iran",earthquake,6.1,1.9,0.089,36,reviewed,us,us
2019-10-30T11:33:04.749Z,27.2576,55.073,10,4.3,mb,,93,2.517,0.94,us,us600064tu,2020-01-18T20:00:39.040Z,"79 km NNE of Bandar-e Lengeh, Iran",earthquake,5.6,1.9,0.118,20,reviewed,us,us
2021-09-21T01:24:38.538Z,27.2526,52.9044,10,4.4,mb,,116,3.752,0.38,us,us7000fe44,2021-12-03T15:02:02.040Z,"33 km S of Mohr, Iran",earthquake,7.7,2,0.169,10,reviewed,us,us
2020-11-15T22:06:31.112Z,27.2519,53.5122,10,4.1,mb,,112,3.336,1.01,us,us6000cpy8,2021-01-27T17:28:20.040Z,"70 km ESE of Mohr, Iran",earthquake,10,1.8,0.151,12,reviewed,us,us
2014-02-03T05:33:58.000Z,27.25,52.76,10,4.3,mb,,,,0.84,us,usc000mfwq,2014-04-08T01:43:24.000Z,"35 km SSW of Mohr, Iran",earthquake,,5,0.113,24,reviewed,teh,us
2013-07-03T12:05:47.790Z,27.247,55.003,14.9,4.4,mb,44,100,,,us,usb000i5sh,2014-11-07T01:51:12.838Z,"77 km N of Bandar-e Lengeh, Iran",earthquake,,,,31,reviewed,thr,us
2020-11-22T01:20:36.557Z,27.2432,53.5004,10,4.3,mb,,77,3.338,0.62,us,us6000csip,2021-02-03T17:49:21.040Z,"70 km ESE of Mohr, Iran",earthquake,6.5,1.8,0.126,19,reviewed,us,us
2022-06-21T21:09:37.089Z,27.2431,53.2853,10,5.4,mww,,46,3.482,0.78,us,us7000hj3x,2022-06-28T03:49:22.044Z,"52 km SE of Mohr, Iran",earthquake,7,1.8,0.098,10,reviewed,us,us
2020-11-22T04:13:57.637Z,27.2424,53.5212,10,4.5,mb,,47,3.324,1.09,us,us6000crdu,2021-02-03T17:49:20.040Z,"71 km ESE of Mohr, Iran",earthquake,6.7,1.8,0.093,34,reviewed,us,us
2019-10-21T13:16:17.794Z,27.2424,55.063,10,4.5,mb,,54,2.507,0.67,us,us70006179,2020-01-03T16:09:44.040Z,"77 km NNE of Bandar-e Lengeh, Iran",earthquake,9.3,1.9,0.115,22,reviewed,us,us
2019-10-24T03:14:59.497Z,27.2412,54.9249,10,4.3,mb,,60,2.559,0.62,us,us600062kq,2020-01-11T21:26:33.040Z,"75 km N of Bandar-e Lengeh, Iran",earthquake,5.2,1.9,0.119,20,reviewed,us,us
2017-06-22T03:54:04.470Z,27.2389,54.4244,10,4.4,mb,,99,2.789,0.72,us,us20009nzd,2017-08-23T16:35:46.040Z,"55 km SSE of Ger?sh, Iran",earthquake,9.5,1.9,0.096,31,reviewed,us,us
2019-11-06T07:40:43.027Z,27.238,54.9597,10,5.4,mww,,33,2.542,0.83,us,us700063vr,2020-02-01T23:21:39.040Z,"75 km N of Bandar-e Lengeh, Iran",earthquake,7.2,1.8,0.086,13,reviewed,us,us
2018-11-05T04:46:15.810Z,27.235,52.5693,10,4,mb,,117,3.985,1.08,us,us2000i6w5,2019-01-21T16:42:52.040Z,"47 km SW of Mohr, Iran",earthquake,4.9,1.9,0.157,11,reviewed,us,us
2014-02-03T14:30:55.200Z,27.231,52.867,13.9,4.1,mb,,,,0.81,us,usc000mtdc,2014-04-08T01:43:25.000Z,southern Iran,earthquake,,5.2,0.213,9,reviewed,teh,us
2014-02-03T19:33:45.800Z,27.226,52.719,16.6,4.3,mb,,,,0.94,us,usc000mgd9,2014-04-08T01:43:26.000Z,"39 km SSW of Mohr, Iran",earthquake,,5.7,0.153,13,reviewed,teh,us
2019-10-21T10:58:52.650Z,27.2259,55.0039,9,5.5,mww,,23,2.514,1.04,us,us70005wp5,2020-07-10T17:51:25.297Z,"75 km N of Bandar-e Lengeh, Iran",earthquake,7,1.8,0.063,24,reviewed,us,us
2019-04-20T02:41:06.243Z,27.2213,55.8008,10,4.7,mb,,45,2.295,0.72,us,us700039hi,2019-06-26T20:54:58.040Z,"47 km W of Bandar Abbas, Iran",earthquake,7.3,1.9,0.047,139,reviewed,us,us
2013-05-23T22:44:56.900Z,27.221,53.588,18.1,5.2,mb,136,46.6,,,us,usb000h45n,2022-05-03T16:19:41.609Z,"73 km SW of Ger?sh, Iran",earthquake,,,,99,reviewed,teh,us
2019-10-21T12:06:32.860Z,27.2192,54.9412,10,4.3,mb,,96,2.533,0.73,us,us7000616x,2020-01-03T16:09:43.040Z,"73 km N of Bandar-e Lengeh, Iran",earthquake,10.3,1.9,0.138,15,reviewed,us,us
2021-02-13T17:12:13.918Z,27.2185,53.5542,10,4,mb,,112,3.286,0.99,us,us6000djdy,2021-04-23T21:04:30.040Z,"76 km ESE of Mohr, Iran",earthquake,9.1,1.9,0.164,12,reviewed,us,us
2019-10-30T01:56:52.300Z,27.2171,55.0268,10,4.5,mb,,55,2.497,0.81,us,us600064nz,2020-01-18T20:00:38.040Z,"74 km NNE of Bandar-e Lengeh, Iran",earthquake,7.6,1.9,0.069,61,reviewed,us,us
2014-02-02T10:29:05.900Z,27.216,52.793,10,4.6,mb,,,,1.14,us,usc000mfml,2014-04-08T01:43:23.000Z,"38 km SSW of Mohr, Iran",earthquake,,3.9,0.078,52,reviewed,teh,us
2019-10-22T02:34:51.151Z,27.2075,54.9732,10,4.1,mb,,95,2.51,0.94,us,us700061mf,2020-01-11T21:26:21.040Z,"72 km N of Bandar-e Lengeh, Iran",earthquake,9.5,1.9,0.145,13,reviewed,us,us
2022-06-22T01:26:42.573Z,27.2045,53.2628,10,4.3,mb,,84,3.472,0.54,us,us7000hj5x,2022-06-29T00:13:05.040Z,"54 km SE of Mohr, Iran",earthquake,8.8,1.9,0.083,41,reviewed,us,us
2012-09-06T13:41:02.900Z,27.204,54.048,20,4.3,mb,25,131.1,,,us,usp000jrvb,2014-11-07T01:48:48.074Z,"52 km S of Ger?sh, Iran",earthquake,,,,2,reviewed,teh,us
2015-10-07T18:21:36.560Z,27.2026,53.3863,10,4.1,mb,,130,3.387,1.07,us,us10003nvk,2016-01-04T22:29:34.040Z,"63 km SE of Mohr, Iran",earthquake,8.9,1.9,0.135,15,reviewed,us,us
2022-03-07T23:30:29.291Z,27.2012,53.2979,10,4.7,mb,,78,3.446,0.62,us,us6000h2x1,2022-05-14T21:52:22.040Z,"56 km SE of Mohr, Iran",earthquake,5.9,1.8,0.052,112,reviewed,us,us
2022-05-24T13:34:58.565Z,27.1964,53.1071,10,4.1,mb,,167,3.575,0.33,us,us7000hd40,2022-05-30T13:28:00.040Z,"45 km SSE of Mohr, Iran",earthquake,6.6,1.9,0.131,16,reviewed,us,us
2013-10-08T02:52:08.000Z,27.195,55.92,10,4.8,mb,,,,1.03,us,usb000k8cv,2022-05-03T17:54:17.442Z,"35 km W of Bandar Abbas, Iran",earthquake,,3.6,0.05,,reviewed,teh,us
2011-12-09T03:23:35.450Z,27.194,53.151,20,4.9,mb,158,31.3,,0.85,us,usp000jbzh,2022-04-08T20:24:15.426Z,"47 km SSE of Mohr, Iran",earthquake,,,,83,reviewed,us,us
2010-04-27T22:58:03.900Z,27.192,54.967,21.8,5,mwc,158,95.4,,,us,usp000hbzz,2022-05-02T21:53:18.809Z,"70 km N of Bandar-e Lengeh, Iran",earthquake,,,,,reviewed,teh,gcmt
2018-08-23T11:10:49.860Z,27.184,54.2274,10,4.4,mb,,68,2.851,0.91,us,us1000gfzp,2018-11-01T17:50:56.040Z,"54 km S of Ger?sh, Iran",earthquake,7.2,1.9,0.077,49,reviewed,us,us
2019-10-22T04:33:18.924Z,27.1838,54.9703,10,4.3,mb,,114,2.49,0.94,us,us700061mj,2020-01-11T21:26:21.040Z,"69 km N of Bandar-e Lengeh, Iran",earthquake,8.2,1.9,0.142,14,reviewed,us,us
2015-10-03T16:34:49.000Z,27.18,53.2,5,3.9,mb,,,,1.02,us,us10003k19,2016-01-04T22:28:57.040Z,"52 km SE of Mohr, Iran",earthquake,11.2,6.7,0.129,16,reviewed,teh,us
2013-02-12T21:11:07.900Z,27.18,54.28,14.1,4,ml,64,67.2,,,us,us2013lndt,2014-11-07T01:50:07.002Z,"56 km SSE of Ger?sh, Iran",earthquake,,,,,reviewed,thr,thr
2014-05-22T09:26:02.900Z,27.179,54.489,11.7,4.4,mb,,,,1.06,us,usc000rdd9,2014-08-23T08:36:42.000Z,"64 km SSE of Ger?sh, Iran",earthquake,,4.8,0.267,4,reviewed,teh,us
2012-03-12T08:41:01.300Z,27.177,54.877,17.9,4.2,mb,64,63.9,,,us,usp000jg4n,2014-11-07T01:47:13.964Z,"68 km N of Bandar-e Lengeh, Iran",earthquake,,,,4,reviewed,teh,us
2014-09-24T16:54:23.740Z,27.1747,54.9147,10,4.5,mb,,52,2.504,0.86,us,usb000sj8l,2014-12-20T00:53:56.040Z,"68 km N of Bandar-e Lengeh, Iran",earthquake,9.9,1.7,0.156,15,reviewed,us,us
2021-11-30T22:20:54.018Z,27.173,53.2896,10,4.3,mb,,115,3.434,0.56,us,us6000g817,2022-02-05T23:03:35.040Z,"58 km SE of Mohr, Iran",earthquake,9,1.9,0.101,28,reviewed,us,us
2020-02-17T00:29:20.484Z,27.1711,54.747,10,4,mb,,107,2.575,0.57,us,us70007rk2,2020-05-02T22:10:01.040Z,"69 km N of Bandar-e Lengeh, Iran",earthquake,7.1,2,0.184,8,reviewed,us,us
2010-07-20T20:01:33.000Z,27.17,53.98,34,4.1,mblg,18,228.9,,,us,usp000hg79,2014-11-07T01:41:57.439Z,"57 km SSW of Ger?sh, Iran",earthquake,,,,,reviewed,teh,teh
2020-03-03T11:31:26.946Z,27.1688,54.6973,10,4.3,mb,,105,2.596,0.62,us,us600088lk,2020-05-19T22:14:23.040Z,"70 km NNW of Bandar-e Lengeh, Iran",earthquake,8,1.8,0.113,22,reviewed,us,us
2022-06-22T19:59:13.067Z,27.1648,53.2063,10,4.3,mb,,64,3.486,0.79,us,us7000hjdz,2022-06-27T19:00:23.040Z,"53 km SE of Mohr, Iran",earthquake,8.9,1.8,0.086,38,reviewed,us,us
2016-08-21T07:43:02.000Z,27.16,54.45,13,4.5,mb,,,,0.84,us,us10006fjt,2016-11-19T04:58:33.040Z,"64 km SSE of Ger?sh, Iran",earthquake,7.8,4.9,0.073,56,reviewed,teh,us
2014-01-04T21:20:39.260Z,27.1597,54.3447,10,4.1,mb,,40,2.767,0.86,us,usc000lwza,2014-03-07T00:25:58.000Z,"60 km SSE of Ger?sh, Iran",earthquake,,1.9,0.081,45,reviewed,us,us
2021-02-16T07:59:32.873Z,27.1585,53.458,10,4.6,mb,,116,3.31,0.54,us,us6000dk4p,2021-04-23T21:04:46.040Z,"71 km SE of Mohr, Iran",earthquake,8.2,1.8,0.192,8,reviewed,us,us
2014-10-12T13:31:51.990Z,27.1579,53.5473,10,4.1,mb,,51,3.25,0.63,us,usb000sla5,2015-01-06T23:49:53.040Z,"79 km SE of Mohr, Iran",earthquake,9.7,1.9,0.095,34,reviewed,us,us
2010-07-24T12:34:14.240Z,27.153,53.68,10,4.8,mb,51,93.1,,0.84,us,usp000hgpf,2014-11-07T01:42:00.285Z,"72 km SW of Ger?sh, Iran",earthquake,,,,11,reviewed,us,us
2020-02-16T12:24:53.242Z,27.1527,55.8212,10,4.6,mb,,109,2.225,0.86,us,us70007raz,2020-05-02T22:09:59.040Z,"45 km W of Bandar Abbas, Iran",earthquake,8.5,1.9,0.077,51,reviewed,us,us
2022-03-04T10:46:14.430Z,27.1518,53.2501,10,4.4,mb,,70,3.448,0.28,us,us6000h20t,2022-05-07T21:32:51.040Z,"57 km SE of Mohr, Iran",earthquake,8.2,1.9,0.072,56,reviewed,us,us
2014-01-02T03:13:54.570Z,27.1502,54.4482,8,5.2,mwb,,33,1.158,0.72,us,usc000lvhr,2022-05-03T16:37:05.104Z,"65 km SSE of Ger?sh, Iran",earthquake,,1.7,0.063,24,reviewed,us,us
2014-01-02T03:24:21.200Z,27.14,54.48,12,4.3,mb,,,,0.66,us,usc000lvhu,2014-03-07T00:25:55.000Z,"67 km SSE of Ger?sh, Iran",earthquake,,3.6,0.083,47,reviewed,teh,us
2020-11-08T14:41:13.016Z,27.1375,53.4909,10,4.3,mb,,77,3.274,0.83,us,us7000cc4z,2021-01-23T22:25:37.040Z,"75 km SE of Mohr, Iran",earthquake,8.6,1.9,0.097,30,reviewed,us,us
2020-02-16T12:30:47.136Z,27.1286,55.7659,8.52,5.1,mww,,54,2.209,0.85,us,us70007rb0,2021-01-15T23:32:32.031Z,"51 km W of Bandar Abbas, Iran",earthquake,6.9,3.9,0.093,11,reviewed,us,us
2017-12-30T13:30:12.800Z,27.1284,53.3594,10,4,mb,,184,6.147,1.11,us,us1000by5n,2018-03-17T01:54:39.040Z,"66 km SE of Mohr, Iran",earthquake,8.6,1.9,0.108,23,reviewed,us,us
2014-01-02T08:59:33.600Z,27.127,54.461,20,4,mb,,,,0.91,us,usc000lvjq,2014-03-07T00:25:55.000Z,"68 km SSE of Ger?sh, Iran",earthquake,,3,0.134,16,reviewed,teh,us
2016-12-30T19:47:40.410Z,27.1255,53.1842,43.74,4.1,mb,,116,3.477,0.89,us,us10007nt7,2017-03-23T22:52:10.040Z,"56 km SSE of Mohr, Iran",earthquake,8.9,9.2,0.099,28,reviewed,us,us
2020-11-08T21:51:20.004Z,27.1235,53.4661,10,4,mb,,115,3.282,0.56,us,us7000cduu,2021-01-23T22:25:45.040Z,"74 km SE of Mohr, Iran",earthquake,8.1,1.9,0.212,6,reviewed,us,us
2022-04-30T20:05:50.929Z,27.1228,54.4698,10,4.2,mb,,52,2.671,0.53,us,us7000h64c,2022-05-18T02:52:53.040Z,"69 km SSE of Ger?sh, Iran",earthquake,7.7,1.9,0.092,33,reviewed,us,us
2022-06-22T18:13:40.668Z,27.1207,54.3571,10,4.1,mb,,68,2.73,0.66,us,us7000hjd4,2022-06-27T17:15:07.040Z,"64 km SSE of Ger?sh, Iran",earthquake,10.2,1.8,0.145,13,reviewed,us,us
2010-05-12T17:29:11.300Z,27.119,54.979,35.5,4.2,mb,47,133.6,,,us,usp000hcp2,2014-11-07T01:41:28.887Z,"62 km N of Bandar-e Lengeh, Iran",earthquake,,,,10,reviewed,thr,us
2011-01-30T18:58:13.900Z,27.115,53.372,28.5,4.8,mb,88,58.5,,,us,usp000htvk,2014-11-07T01:43:31.800Z,"68 km SE of Mohr, Iran",earthquake,,,,25,reviewed,teh,us
2011-01-30T18:54:19.700Z,27.115,53.364,12.3,4.3,mb,44,80.3,,,us,usp000htvj,2014-11-07T01:43:31.796Z,"68 km SE of Mohr, Iran",earthquake,,,,8,reviewed,teh,us
2018-08-23T10:52:45.350Z,27.1117,54.2142,10,5,mww,,40,2.803,0.88,us,us1000gfzg,2022-05-03T19:28:12.323Z,"62 km S of Ger?sh, Iran",earthquake,7.1,1.8,0.086,13,reviewed,us,us
2014-01-02T10:50:18.600Z,27.111,54.473,10,4.5,mb,,,,0.85,us,usc000lvkg,2014-03-07T00:25:55.000Z,"70 km SSE of Ger?sh, Iran",earthquake,,3.9,0.08,58,reviewed,teh,us
2010-05-14T09:33:19.430Z,27.109,54.727,48.4,4.7,mb,102,95.3,,1.4,us,usp000hcra,2014-11-07T01:41:29.210Z,"62 km NNW of Bandar-e Lengeh, Iran",earthquake,,7.6,,45,reviewed,us,us
2018-08-24T18:18:44.120Z,27.1028,54.2418,10,4.1,mb,,107,2.78,1.36,us,us1000ggvw,2018-11-01T17:50:57.040Z,"63 km S of Ger?sh, Iran",earthquake,8.1,1.9,0.092,32,reviewed,us,us
2015-02-20T18:16:24.850Z,27.0996,54.8064,13.65,4.5,mb,,36,0.685,1.26,us,usc000try2,2015-05-12T20:29:35.040Z,"60 km N of Bandar-e Lengeh, Iran",earthquake,2.3,5,0.09,41,reviewed,us,us
2020-02-16T12:21:52.947Z,27.0926,55.7736,10,4.1,mb,,126,2.173,0.52,us,us70007ray,2020-05-02T22:09:59.040Z,"51 km WSW of Bandar Abbas, Iran",earthquake,7.1,1.9,0.114,21,reviewed,us,us
2019-02-10T10:54:48.300Z,27.0899,55.5458,10,5.4,mww,,28,2.216,0.65,us,us2000jfx7,2020-07-10T17:25:31.624Z,"73 km WNW of Qeshm, Iran",earthquake,7.3,1.8,0.059,28,reviewed,us,us
2012-05-13T18:21:13.430Z,27.086,53.923,10,4.9,mb,140,53.2,,1.11,us,usp000jkd2,2022-05-03T15:39:51.500Z,"59 km N of K?sh, Iran",earthquake,,,,68,reviewed,us,us
2019-10-29T16:23:46.996Z,27.0853,54.9044,10,4.2,mb,,61,2.43,1.15,us,us7000642h,2020-01-18T20:00:59.040Z,"58 km N of Bandar-e Lengeh, Iran",earthquake,6,1.9,0.176,9,reviewed,us,us
2015-10-09T02:28:01.710Z,27.0846,54.5077,14.49,4.2,mb,,65,1.514,0.97,us,us10003p4y,2016-01-11T21:07:16.040Z,"69 km NNW of Bandar-e Lengeh, Iran",earthquake,4.4,5.6,0.128,17,reviewed,us,us
2019-03-21T10:03:58.256Z,27.0832,53.8579,10,4.6,mb,,112,2.998,0.83,us,us1000jjpi,2019-06-06T18:54:10.040Z,"60 km NNW of K?sh, Iran",earthquake,7.1,1.8,0.059,85,reviewed,us,us
2014-05-16T03:29:03.560Z,27.0829,54.3578,10,4.4,mb,,52,1.093,0.84,us,usb000qqe4,2014-08-09T02:53:44.000Z,"67 km NNE of K?sh, Iran",earthquake,,1.8,0.091,44,reviewed,us,us
2022-06-01T07:49:59.945Z,27.0796,53.9118,10,4.6,mb,72,45,2.961,0.74,us,us7000he10,2022-06-30T11:15:59.040Z,"58 km N of K?sh, Iran",earthquake,8.1,1.8,0.059,86,reviewed,us,us
2020-02-12T23:39:07.864Z,27.0715,55.7293,10,4.2,mb,,129,2.16,0.91,us,us70007t1r,2020-05-02T22:10:26.040Z,"55 km WNW of Qeshm, Iran",earthquake,10.5,1.8,0.146,13,reviewed,us,us
2013-04-28T12:11:33.650Z,27.071,54.285,10,4.5,mb,114,52.6,,1.09,us,us2013pnah,2014-11-07T01:50:39.308Z,"62 km NNE of K?sh, Iran",earthquake,,,,76,reviewed,us,us
2020-02-12T19:41:13.641Z,27.0691,55.9277,10,4.1,mb,,129,2.129,1.13,us,us70007t1p,2020-05-02T22:10:26.040Z,"36 km WNW of Qeshm, Iran",earthquake,9.6,1.9,0.126,17,reviewed,us,us
2019-02-11T04:12:31.330Z,27.0666,55.6283,10,4.5,mb,,59,2.175,0.83,us,us2000jg6x,2019-04-25T15:32:06.040Z,"64 km WNW of Qeshm, Iran",earthquake,7.2,1.8,0.074,53,reviewed,us,us
2013-04-19T21:41:07.720Z,27.065,53.838,25.5,4.9,mb,63,46.3,,1.03,us,us2013pea9,2022-05-03T16:14:50.390Z,"59 km NNW of K?sh, Iran",earthquake,,8.5,,27,reviewed,us,us
2014-11-06T18:43:30.000Z,27.064,55.123,1.5,4.8,mb,,,,0.77,us,usc000sv3v,2015-01-31T02:50:05.040Z,"61 km NNE of Bandar-e Lengeh, Iran",earthquake,6.7,3.9,0.048,142,reviewed,teh,us
2010-01-10T17:17:48.720Z,27.062,55.614,10,4.7,mb,87,106.2,,1.19,us,usp000h5xt,2014-11-07T01:40:26.351Z,"66 km W of Qeshm, Iran",earthquake,,,,28,reviewed,us,us
2013-06-01T12:06:30.000Z,27.06,53.95,10,4,mb,29,100,,,us,us2013qxc6,2014-11-07T01:50:58.378Z,"56 km N of K?sh, Iran",earthquake,,,,15,reviewed,teh,us
2010-07-20T19:50:10.920Z,27.056,53.812,10,5.1,mb,149,61.2,,1.03,us,usp000hg76,2022-05-02T22:04:49.085Z,"58 km NNW of K?sh, Iran",earthquake,,,,79,reviewed,us,us
2014-07-24T06:04:27.000Z,27.05,54.63,9,4.3,mb,,,,1.25,us,usb000s09w,2014-10-25T01:49:34.000Z,"59 km NNW of Bandar-e Lengeh, Iran",earthquake,,5.1,0.122,21,reviewed,teh,us
2012-08-25T08:36:31.000Z,27.05,53.09,9,4.4,mb,63,118.5,,,us,usp000jqq4,2014-11-07T01:48:37.008Z,"59 km SSE of Mohr, Iran",earthquake,,,,12,reviewed,teh,us
2010-08-06T06:59:57.800Z,27.038,53.836,28.7,4.3,mb,60,93.2,,,us,usp000hhn7,2014-11-07T01:42:11.590Z,"56 km NNW of K?sh, Iran",earthquake,,,,17,reviewed,teh,us
2012-01-09T19:53:35.300Z,27.034,55.726,14.2,5.2,mb,165,41.9,,,us,usp000jd9k,2014-11-07T01:46:45.370Z,"54 km W of Qeshm, Iran",earthquake,,,,88,reviewed,thr,us
2018-11-22T02:11:50.500Z,27.0294,53.76,10,4.7,mb,,83,5.806,0.65,us,us1000hva5,2019-02-02T20:02:28.040Z,"58 km NNW of K?sh, Iran",earthquake,6.5,1.5,0.054,104,reviewed,us,us
2022-03-16T23:27:27.332Z,27.026,54.5754,10,4.5,mb,,100,2.538,0.51,us,us6000h5a6,2022-05-27T14:55:30.040Z,"60 km NNW of Bandar-e Lengeh, Iran",earthquake,9.4,1.9,0.115,22,reviewed,us,us
2010-07-20T19:38:09.530Z,27.022,53.861,10,5.8,mwc,233,35.2,,0.97,us,usp000hg74,2022-05-02T22:04:42.919Z,"53 km NNW of K?sh, Iran",earthquake,,,,,reviewed,us,gcmt
2022-03-16T23:15:47.266Z,27.0219,54.5843,22,5.9,mww,,32,2.53,0.8,us,us6000h58x,2022-05-27T14:55:19.040Z,"59 km NNW of Bandar-e Lengeh, Iran",earthquake,6.8,1.8,0.086,13,reviewed,us,us
2012-07-12T21:18:26.700Z,27.02,55.02,10,4.5,mb,72,57.1,,,us,usp000jny5,2014-11-07T01:48:19.289Z,"53 km NNE of Bandar-e Lengeh, Iran",earthquake,,,,27,reviewed,teh,us
2019-02-10T14:56:38.050Z,27.0121,55.5816,10,4.3,mb,,87,2.133,0.47,us,us2000jni3,2019-04-25T15:32:04.040Z,"68 km W of Qeshm, Iran",earthquake,5.3,1.9,0.103,27,reviewed,us,us
2019-09-08T19:13:45.552Z,27.0006,55.5872,10,4.3,mb,,87,2.12,1.08,us,us70005h4r,2019-11-30T19:36:12.040Z,"67 km W of Qeshm, Iran",earthquake,5,1.9,0.105,26,reviewed,us,us
2012-03-12T05:09:52.600Z,26.992,54.827,15,4.7,mb,92,65.5,,,us,usp000jg4b,2015-03-24T01:27:08.767Z,southern Iran,earthquake,,,,32,reviewed,thr,us
2016-09-17T15:31:18.000Z,26.99,53.46,20,4.3,mb,,,,0.72,us,us10006qfk,2016-12-12T23:01:27.040Z,"73 km NW of K?sh, Iran",earthquake,7.5,6.7,0.16,11,reviewed,teh,us
2018-05-05T18:13:56.910Z,26.986,55.8186,10,4.3,mb,,85,2.061,0.55,us,us1000dyx2,2018-07-27T20:20:29.040Z,"44 km W of Qeshm, Iran",earthquake,7,1.8,0.069,59,reviewed,us,us
2010-01-10T15:20:33.170Z,26.985,55.57,10,4.7,mb,66,106.3,,0.82,us,usp000h5xn,2014-11-07T01:40:26.337Z,"69 km W of Qeshm, Iran",earthquake,,,,12,reviewed,us,us
2010-09-07T02:11:04.300Z,26.98,54.5,30.7,5.2,mb,165,29.2,,,us,usp000hkc7,2022-05-02T22:39:32.445Z,"60 km NW of Bandar-e Lengeh, Iran",earthquake,,,,72,reviewed,thr,us
2015-11-11T10:29:38.750Z,26.9712,52.6953,10,4.4,mb,,63,3.748,0.61,us,us10003y50,2016-02-05T03:16:43.040Z,"67 km SSW of Mohr, Iran",earthquake,8.1,1.9,0.127,18,reviewed,us,us
2022-03-17T02:48:02.035Z,26.971,54.4447,10,4.1,mb,,225,15.417,0.62,us,us6000h6pl,2022-05-27T14:55:41.040Z,"62 km NE of K?sh, Iran",earthquake,15.8,2,0.175,9,reviewed,us,us
2022-03-16T23:34:41.764Z,26.9646,54.5095,10,4.1,mb,,100,2.524,0.52,us,us6000h6gw,2022-05-27T14:55:41.040Z,"58 km NW of Bandar-e Lengeh, Iran",earthquake,7.9,1.7,0.114,21,reviewed,us,us
2012-09-06T03:43:40.090Z,26.96,53.97,16,5,mb,183,42.2,,,us,usp000jru7,2022-05-03T15:49:32.118Z,"44 km N of K?sh, Iran",earthquake,,,,76,reviewed,teh,us
2010-05-28T11:16:55.950Z,26.959,55.575,10,4.2,mb,51,93.9,,0.84,us,usp000hda0,2014-11-07T01:41:33.727Z,"68 km W of Qeshm, Iran",earthquake,,,,7,reviewed,us,us
2022-06-20T22:00:48.501Z,26.9558,54.5021,10,4,mb,,100,2.521,0.8,us,us7000hjy4,2022-06-28T03:27:56.040Z,"57 km NW of Bandar-e Lengeh, Iran",earthquake,5.2,1.9,0.126,17,reviewed,us,us
2015-11-11T00:47:50.420Z,26.955,52.7648,10,4,mb,,121,3.686,1.01,us,us10003y4x,2016-02-05T03:16:42.040Z,"67 km S of Mohr, Iran",earthquake,10.2,1.9,0.173,9,reviewed,us,us
2020-07-27T11:12:34.970Z,26.9525,55.9609,10,4.6,mb,,45,2.01,0.44,us,us6000b4nn,2020-10-03T17:32:26.040Z,"30 km W of Qeshm, Iran",earthquake,7.3,1.8,0.047,140,reviewed,us,us
2012-09-06T01:57:08.900Z,26.942,53.879,26.7,5.2,mb,233,33.2,,,us,usp000jru0,2022-05-03T15:49:30.526Z,"44 km NNW of K?sh, Iran",earthquake,,,,107,reviewed,teh,us
2012-05-17T21:40:42.200Z,26.942,53.851,5,5.1,mb,181,43.9,,,us,usp000jkhu,2022-05-03T15:39:56.280Z,"45 km NNW of K?sh, Iran",earthquake,,,,82,reviewed,teh,us
2021-01-15T21:31:04.660Z,26.9417,55.1967,8,5.5,mww,,35,2.185,0.97,us,us7000d0gn,2021-03-27T21:04:41.040Z,"52 km NE of Bandar-e Lengeh, Iran",earthquake,6.9,1.8,0.068,21,reviewed,us,us
2021-08-11T16:18:03.542Z,26.9356,54.2467,10,4.2,mb,,111,2.652,0.7,us,us6000f46d,2021-10-23T15:46:05.040Z,"47 km NNE of K?sh, Iran",earthquake,9.1,1.9,0.106,25,reviewed,us,us
2022-07-01T21:32:08.621Z,26.935,55.254,16,6,mww,180,20,2.158,0.78,us,us6000hz8x,2022-07-03T14:32:59.683Z,"55 km NE of Bandar-e Lengeh, Iran",earthquake,7.3,1.8,0.057,30,reviewed,us,us
2014-03-25T11:08:45.200Z,26.932,54.892,19,4.2,mb,,,,0.72,us,usc000p4pi,2014-05-24T00:54:45.000Z,"41 km N of Bandar-e Lengeh, Iran",earthquake,,3.7,0.146,14,reviewed,teh,us
2012-05-17T19:32:13.700Z,26.931,53.86,5,4.2,mblg,41,59.5,,,us,usp000jkhq,2014-11-07T01:47:48.244Z,"44 km NNW of K?sh, Iran",earthquake,,,,,reviewed,teh,teh
2010-08-11T09:06:45.100Z,26.928,55.724,10,4.4,mb,44,94,,0.88,us,usp000hhy7,2014-11-07T01:42:13.097Z,"54 km W of Qeshm, Iran",earthquake,,,,9,reviewed,us,us
2022-07-01T23:24:14.319Z,26.9249,55.2468,10,5.7,mwb,122,24,2.151,0.91,us,us6000hz9p,2022-07-02T23:28:09.846Z,"54 km NE of Bandar-e Lengeh, Iran",earthquake,7.2,1.8,0.036,74,reviewed,us,us
