time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2010-06-20T13:34:58.550Z,27.845,54.34,10,4.5,mb,62,48.6,,1.04,us,usp000heaf,2014-11-07T01:41:43.240Z,"27 km NE of Ger?sh, Iran",earthquake,,,,15,reviewed,us,us
2020-08-25T12:16:02.532Z,27.8435,53.2407,10,4.7,mb,,71,3.923,0.67,us,us7000bcl2,2020-10-31T19:06:26.040Z,"47 km NE of Mohr, Iran",earthquake,7.9,1.9,0.051,116,reviewed,us,us
2012-01-14T20:15:17.030Z,27.839,53.985,10,4.6,mb,90,63.6,,1.04,us,usp000jdgu,2014-11-07T01:46:47.221Z,"23 km NW of Ger?sh, Iran",earthquake,,,,30,reviewed,us,us
2020-08-31T03:36:52.608Z,27.8389,53.1455,10,5.2,mww,,41,3.978,0.96,us,us7000bf5e,2020-11-07T18:48:39.040Z,"40 km NE of Mohr, Iran",earthquake,6.9,1.8,0.078,16,reviewed,us,us
2017-04-28T13:00:44.550Z,27.8231,54.7855,10,4.2,mb,,89,3.135,1.16,us,us10008lkn,2017-07-21T02:32:09.040Z,"66 km ENE of Ger?sh, Iran",earthquake,8.7,1.9,0.112,22,reviewed,us,us
2020-06-10T05:52:14.272Z,27.8133,53.129,10,4.4,mb,,105,3.97,0.8,us,us6000a951,2020-08-22T19:14:41.040Z,"37 km NE of Mohr, Iran",earthquake,9.1,1.9,0.098,30,reviewed,us,us
2021-07-06T11:44:33.086Z,27.8046,53.2176,10,4.7,mb,,44,3.909,0.31,us,us7000ej30,2021-09-10T20:07:13.040Z,"43 km NE of Mohr, Iran",earthquake,6.9,1.8,0.052,115,reviewed,us,us
2020-08-21T05:16:05.781Z,27.8023,53.2068,10,4.1,mb,,104,3.914,0.62,us,us6000bi70,2020-10-31T19:06:13.040Z,"42 km NE of Mohr, Iran",earthquake,8.9,1.9,0.12,19,reviewed,us,us
2017-12-24T10:57:17.070Z,27.7982,53.449,10,4.2,mb,,126,3.765,1.12,us,us1000bvlv,2018-03-17T01:54:33.040Z,"61 km ENE of Mohr, Iran",earthquake,12.3,2,0.105,25,reviewed,us,us
2020-09-19T17:01:34.151Z,27.7965,53.1233,10,4.1,mb,,73,3.962,0.97,us,us6000c0ia,2020-11-28T21:31:54.040Z,"35 km NE of Mohr, Iran",earthquake,10.7,1.9,0.127,19,reviewed,us,us
2015-05-24T09:10:40.420Z,27.7955,52.8116,10,4.4,mb,,107,4.161,0.28,us,us20002lnw,2015-07-29T01:35:39.040Z,"27 km NNW of Mohr, Iran",earthquake,9.3,2,0.241,5,reviewed,us,us
2014-12-27T12:00:13.300Z,27.794,54.021,5.4,4.3,mb,,,,0.87,us,usc000ta7h,2015-03-17T02:37:27.040Z,"17 km NW of Ger?sh, Iran",earthquake,8.2,4.9,0.147,19,reviewed,teh,us
2020-06-13T22:04:16.539Z,27.7921,53.3816,10,4.8,mb,,42,3.801,0.66,us,us6000abi5,2020-08-22T19:14:50.040Z,"55 km ENE of Mohr, Iran",earthquake,7.2,1.8,0.051,121,reviewed,us,us
2014-11-15T22:29:23.900Z,27.792,54.139,9.4,3.9,mb,,,,0.99,us,usc000sxpn,2015-02-12T01:42:49.040Z,"13 km N of Ger?sh, Iran",earthquake,4.8,3.5,0.115,22,reviewed,teh,us
2014-03-18T19:01:30.480Z,27.7816,52.6935,8.31,4.7,mb,,44,1.636,0.92,us,usc000nftr,2014-05-16T21:51:48.000Z,"31 km NW of Mohr, Iran",earthquake,,3.8,0.049,131,reviewed,us,us
2020-08-31T15:57:21.302Z,27.7789,53.2136,10,4.2,mb,,105,3.893,0.58,us,us7000bfa8,2020-11-07T18:48:40.040Z,"40 km NE of Mohr, Iran",earthquake,5.9,1.8,0.128,18,reviewed,us,us
2020-06-14T18:06:01.738Z,27.7759,53.3785,10,5.2,mww,,39,3.791,0.81,us,us6000abr2,2020-08-22T19:14:51.040Z,"54 km ENE of Mohr, Iran",earthquake,7,1.8,0.069,20,reviewed,us,us
2020-09-08T01:34:19.795Z,27.775,53.2128,10,4.4,mb,,42,3.891,0.78,us,us7000bji4,2020-11-17T19:44:53.040Z,"40 km NE of Mohr, Iran",earthquake,7.9,1,0.078,50,reviewed,us,us
2019-11-13T16:28:21.827Z,27.7658,53.0613,10,4.3,mb,,73,3.979,0.51,us,us60006b3t,2020-02-07T20:20:39.040Z,"29 km NE of Mohr, Iran",earthquake,4.2,1.9,0.1,28,reviewed,us,us
2019-11-13T17:57:47.385Z,27.7649,53.1371,10,4.3,mb,,73,3.931,1.2,us,us60006b67,2020-02-07T20:20:40.040Z,"34 km NE of Mohr, Iran",earthquake,7.6,1.9,0.094,32,reviewed,us,us
2020-06-09T16:08:50.970Z,27.7645,53.3446,10,5.5,mww,,73,3.803,0.75,us,us6000a8lw,2022-03-10T05:22:08.263Z,"51 km ENE of Mohr, Iran",earthquake,6.8,1.9,0.052,36,reviewed,us,us
2020-07-10T20:14:06.589Z,27.7618,53.5054,10,4.9,mb,,29,3.705,0.77,us,us7000almy,2020-09-19T20:58:05.040Z,"63 km W of Ger?sh, Iran",earthquake,3.7,1.8,0.041,193,reviewed,us,us
2014-11-06T01:14:26.600Z,27.76,54.1,14,4.2,mb,,,,1.1,us,usc000suv0,2015-01-31T02:50:03.040Z,"10 km NNW of Ger?sh, Iran",earthquake,5.4,2.4,0.11,25,reviewed,thr,us
2011-01-09T13:13:09.230Z,27.76,54.11,32.8,4.2,mb,43,43.4,,1.09,us,usp000hstr,2014-11-07T01:43:24.359Z,"10 km NNW of Ger?sh, Iran",earthquake,,15.7,,9,reviewed,us,us
2020-06-21T08:05:42.145Z,27.7565,53.2438,10,4.1,mb,,105,3.859,0.99,us,us6000aftj,2020-08-30T00:00:59.040Z,"41 km ENE of Mohr, Iran",earthquake,6,2,0.123,18,reviewed,us,us
2017-08-10T13:50:14.330Z,27.7561,53.3173,10,4.1,mb,,104,3.813,1.29,us,us2000a8eg,2017-10-25T00:38:07.040Z,"48 km ENE of Mohr, Iran",earthquake,10.5,2,0.135,15,reviewed,us,us
2014-11-09T07:58:05.900Z,27.756,54.272,9.1,4.1,mb,,,,1.03,us,usb000sysj,2015-01-31T02:50:12.040Z,"16 km NE of Ger?sh, Iran",earthquake,5.5,5,0.151,13,reviewed,teh,us
2016-07-26T10:24:46.770Z,27.7542,54.6257,10,4.1,mb,,92,3.135,0.67,us,us20006hr1,2016-09-24T22:47:20.040Z,"49 km E of Ger?sh, Iran",earthquake,5.4,1.8,0.117,20,reviewed,us,us
2020-05-31T23:59:02.351Z,27.7516,53.3194,10,4.9,mww,,20,3.809,0.67,us,us6000a3db,2020-08-15T20:19:59.040Z,"48 km ENE of Mohr, Iran",earthquake,7,1.7,0.093,11,reviewed,us,us
2014-11-16T11:46:24.000Z,27.75,54.12,5,4.4,mb,,,,1.75,us,usc000sxu0,2015-02-12T01:42:50.040Z,"9 km N of Ger?sh, Iran",earthquake,10.7,5.9,0.178,9,reviewed,teh,us
2020-06-13T23:15:05.096Z,27.743,53.2836,10,4.9,mb,,40,3.824,0.57,us,us6000abii,2020-08-22T19:14:50.040Z,"44 km ENE of Mohr, Iran",earthquake,6.9,1.8,0.045,156,reviewed,us,us
2020-05-12T13:50:52.103Z,27.739,53.5393,10,4.1,mb,,103,3.668,0.8,us,us70009kv1,2020-07-29T22:14:39.040Z,"59 km W of Ger?sh, Iran",earthquake,11.5,1.9,0.158,12,reviewed,us,us
2018-04-22T01:12:20.770Z,27.7292,53.5128,10,4.5,mb,,71,3.676,0.57,us,us1000dq4p,2018-07-17T02:05:35.040Z,"61 km W of Ger?sh, Iran",earthquake,7.6,1.9,0.053,105,reviewed,us,us
2020-06-09T17:18:14.071Z,27.7199,53.4201,10,5.7,mww,,19,3.725,0.9,us,us6000a8nh,2022-03-10T05:22:33.070Z,"56 km ENE of Mohr, Iran",earthquake,6.4,1.7,0.053,34,reviewed,us,us
2010-02-07T21:20:18.500Z,27.719,54.198,36,4.4,mb,61,101.4,,,us,usp000h728,2014-11-07T01:40:40.967Z,"8 km NE of Ger?sh, Iran",earthquake,,,,10,reviewed,teh,us
2013-11-19T13:31:37.580Z,27.716,53.6484,10,4.7,mb,,46,3.587,0.75,us,usb000l21a,2014-02-11T02:18:50.000Z,"48 km W of Ger?sh, Iran",earthquake,,1.9,0.097,,reviewed,us,us
2022-02-05T05:34:19.968Z,27.7125,53.3455,10,4.1,mb,,105,3.764,0.56,us,us7000gjp7,2022-04-19T17:39:33.040Z,"48 km ENE of Mohr, Iran",earthquake,7.5,1.9,0.145,13,reviewed,us,us
2012-09-03T08:40:36.100Z,27.71,52.88,15,4.5,mb,52,76.4,,,us,usp000jrjq,2014-11-07T01:48:46.300Z,"17 km N of Mohr, Iran",earthquake,,,,4,reviewed,thr,us
2020-07-03T03:46:43.576Z,27.7045,53.5196,10,4,mb,,104,3.654,0.6,us,us7000ah37,2020-09-11T22:13:57.040Z,"60 km W of Ger?sh, Iran",earthquake,5.1,2,0.156,11,reviewed,us,us
2016-07-26T10:10:40.890Z,27.7034,54.6469,10,4.2,mb,,75,3.081,0.84,us,us100068fk,2016-09-24T22:47:20.040Z,southern Iran,earthquake,8,1.9,0.124,18,reviewed,us,us
2019-11-26T07:10:51.919Z,27.7,53.0452,10,4.4,mb,,82,3.944,1.44,us,us70006d3l,2020-02-19T18:58:05.040Z,"22 km NE of Mohr, Iran",earthquake,9,1.9,0.103,27,reviewed,us,us
2020-08-03T11:37:10.260Z,27.6938,52.5307,10,4.6,mb,,58,4.284,0.61,us,us6000b8pa,2020-10-10T17:11:11.040Z,"38 km WNW of Mohr, Iran",earthquake,6.2,1.8,0.049,124,reviewed,us,us
2019-04-11T01:39:54.164Z,27.6924,54.1493,10,4,mb,,98,3.299,0.68,us,us7000347r,2019-06-20T19:03:14.040Z,"2 km NNE of Ger?sh, Iran",earthquake,5.8,1.9,0.149,12,reviewed,us,us
2014-06-08T06:09:59.300Z,27.689,54.384,17.5,4.1,mb,,,,1.4,us,usc000rl0g,2014-08-30T17:03:00.000Z,"24 km E of Ger?sh, Iran",earthquake,,4.8,0.126,17,reviewed,teh,us
2019-07-16T12:02:26.976Z,27.6805,53.2588,10,4.5,mb,,73,3.795,0.66,us,us70004lbp,2019-10-04T16:37:02.040Z,"39 km ENE of Mohr, Iran",earthquake,7.2,1.8,0.062,76,reviewed,us,us
2017-04-20T15:49:45.690Z,27.6796,53.1761,10,4.3,mb,,78,3.847,0.79,us,us10008n4x,2017-07-11T01:48:38.040Z,"31 km ENE of Mohr, Iran",earthquake,6.6,1.9,0.122,21,reviewed,us,us
2020-06-10T04:02:28.017Z,27.6792,53.3939,10,4.4,mb,,71,3.711,0.55,us,us6000a936,2020-08-22T19:14:40.040Z,"52 km ENE of Mohr, Iran",earthquake,6.6,1.5,0.074,53,reviewed,us,us
2020-07-04T09:04:28.416Z,27.6694,53.3322,10,4,mb,,106,3.742,0.91,us,us7000aksw,2020-09-11T22:14:10.040Z,"46 km ENE of Mohr, Iran",earthquake,6.1,2,0.119,19,reviewed,us,us
2020-06-09T17:43:18.284Z,27.6638,53.4338,10,4.1,mb,,104,3.675,0.58,us,us6000a8q5,2020-08-18T17:59:11.040Z,"55 km ENE of Mohr, Iran",earthquake,9.5,1.9,0.083,47,reviewed,us,us
2018-07-22T05:07:02.460Z,27.6631,54.8786,8,5.4,mww,,27,2.956,0.65,us,us2000gb1e,2022-05-03T19:24:12.780Z,"73 km E of Ger?sh, Iran",earthquake,6.2,1.8,0.071,19,reviewed,us,us
2013-06-26T08:18:12.290Z,27.662,52.253,16,4.2,mb,32,100,,,us,usc000i0m8,2014-11-07T01:51:07.574Z,"63 km W of Mohr, Iran",earthquake,,,,16,reviewed,teh,us
2018-07-22T20:59:51.750Z,27.6609,54.9128,10,4.9,mb,,59,2.942,0.66,us,us2000gbeg,2022-05-03T19:24:14.014Z,"76 km E of Ger?sh, Iran",earthquake,8.9,1.9,0.046,146,reviewed,us,us
2014-01-22T03:26:41.200Z,27.66,54.17,15,4,mb,,,,1.03,us,usb000m631,2014-03-27T18:15:34.000Z,"3 km ESE of Ger?sh, Iran",earthquake,,3.8,0.122,18,reviewed,thr,us
2019-02-13T09:19:06.060Z,27.6521,52.9744,10,4.3,mb,,85,3.958,0.61,us,us2000jnkx,2019-05-01T22:01:07.040Z,"13 km NE of Mohr, Iran",earthquake,6.5,1.9,0.137,15,reviewed,us,us
2019-10-04T08:43:09.258Z,27.6516,53.1482,10,4,mb,,107,3.845,0.71,us,us70005tgm,2019-12-27T15:50:22.040Z,"28 km ENE of Mohr, Iran",earthquake,8.5,2,0.164,10,reviewed,us,us
2010-09-08T12:33:30.000Z,27.65,53.03,18,4.7,mb,49,75,,,us,usp000hkex,2014-11-07T01:42:25.415Z,"17 km NE of Mohr, Iran",earthquake,,,,11,reviewed,teh,us
2020-06-12T04:04:58.098Z,27.6472,53.3452,10,4,mb,,106,3.718,0.83,us,us6000aaf5,2020-08-22T19:14:46.040Z,"46 km ENE of Mohr, Iran",earthquake,8,1.9,0.113,21,reviewed,us,us
2018-07-22T05:04:47.330Z,27.6383,54.8788,10,4.6,mb,,53,2.934,0.75,us,us2000gb1c,2018-10-04T14:15:23.040Z,"73 km E of Ger?sh, Iran",earthquake,4.3,1.8,0.045,147,reviewed,us,us
2020-06-09T22:27:00.711Z,27.6362,53.2165,10,4.3,mb,,79,3.791,0.56,us,us6000a8yt,2020-08-18T17:59:11.040Z,"34 km ENE of Mohr, Iran",earthquake,7.3,1.9,0.078,46,reviewed,us,us
2020-06-09T19:44:53.892Z,27.6323,53.4934,10,4.2,mb,,105,3.616,0.87,us,us6000a8tr,2020-08-18T17:59:11.040Z,"60 km E of Mohr, Iran",earthquake,7.1,1.8,0.085,42,reviewed,us,us
2019-06-24T15:14:09.963Z,27.626,53.1401,10,4.3,mb,,76,3.833,0.54,us,us60004599,2019-09-11T15:19:42.040Z,"26 km ENE of Mohr, Iran",earthquake,5.9,1.9,0.111,23,reviewed,us,us
2017-06-09T10:22:35.770Z,27.6107,55.2718,10,4.4,mb,,99,2.783,0.8,us,us20009mqz,2017-08-16T02:42:21.040Z,"110 km WNW of Bandar Abbas, Iran",earthquake,8.7,1.9,0.203,7,reviewed,us,us
2014-01-22T03:32:08.000Z,27.605,54.101,14.9,3.8,mb,,,,0.98,us,usb000m7fw,2014-03-27T18:15:34.000Z,"7 km SSW of Ger?sh, Iran",earthquake,,4.7,0.127,16,reviewed,teh,us
2019-06-28T09:08:56.553Z,27.5877,53.2191,10,4.4,mb,,74,3.755,1.15,us,us700046gt,2019-09-14T16:08:16.040Z,"33 km E of Mohr, Iran",earthquake,7.7,1.9,0.07,59,reviewed,us,us
2022-01-22T21:54:27.245Z,27.5807,55.689,10,4.1,mb,,121,2.665,0.3,us,us7000gfy2,2022-04-09T20:18:51.040Z,"73 km NW of Bandar Abbas, Iran",earthquake,6.3,1.9,0.184,8,reviewed,us,us
2014-01-22T03:32:34.010Z,27.572,53.9944,10,4.2,mb,,66,3.283,0.82,us,usc000mk13,2014-03-27T18:15:34.000Z,"17 km SW of Ger?sh, Iran",earthquake,,1.9,0.104,26,reviewed,us,us
2020-06-24T17:29:33.124Z,27.5685,55.7828,10,4,mb,,77,2.639,0.6,us,us7000aa8h,2020-09-05T17:35:16.040Z,"64 km NW of Bandar Abbas, Iran",earthquake,9.7,1.9,0.122,18,reviewed,us,us
2014-02-17T04:10:10.000Z,27.56,52.95,7,4.1,mb,,,,1.46,us,usc000mrs0,2014-04-30T21:18:23.000Z,"6 km E of Mohr, Iran",earthquake,,5,0.119,19,reviewed,teh,us
2020-06-23T11:11:04.650Z,27.5595,55.8104,10,4.1,mb,,127,2.627,0.58,us,us7000af1j,2020-08-30T00:01:25.040Z,"62 km NW of Bandar Abbas, Iran",earthquake,8.2,2,0.166,10,reviewed,us,us
2016-01-08T20:44:54.180Z,27.5373,53.4801,23.82,4.4,mb,,42,0.342,0.83,us,us10004cf8,2016-03-30T02:27:49.040Z,"58 km E of Mohr, Iran",earthquake,6.5,4.9,0.082,45,reviewed,us,us
2016-01-12T13:05:27.600Z,27.5347,53.8582,10,4.2,mb,,64,3.329,0.86,us,us10004fdn,2016-03-30T02:27:56.040Z,"31 km WSW of Ger?sh, Iran",earthquake,7.3,1.9,0.118,20,reviewed,us,us
2018-02-26T15:27:36.860Z,27.5228,54.3708,10,4.4,mb,,99,3.049,0.52,us,us2000dd5v,2018-05-27T01:06:02.040Z,"28 km SE of Ger?sh, Iran",earthquake,9.2,1.9,0.13,17,reviewed,us,us
2021-09-28T16:52:44.920Z,27.5144,52.6885,10,4.3,mb,,112,4.063,0.85,us,us6000fqtv,2021-12-04T14:28:54.040Z,"19 km WSW of Mohr, Iran",earthquake,10,1.9,0.218,7,reviewed,us,us
2018-02-25T16:36:01.440Z,27.5026,52.4685,10,4.6,mb,,113,4.212,0.6,us,us2000d7px,2018-05-22T02:00:27.040Z,"41 km W of Mohr, Iran",earthquake,7.2,1.9,0.141,21,reviewed,us,us
2021-10-31T07:49:12.015Z,27.4853,52.5486,10,4.3,mb,,113,4.144,0.46,us,us7000frgu,2022-01-14T17:59:01.040Z,"33 km WSW of Mohr, Iran",earthquake,6.2,2,0.16,12,reviewed,us,us
2020-09-14T09:26:07.667Z,27.4806,54.3183,10,4.2,mb,,100,3.04,0.71,us,us7000bpsn,2020-11-21T20:10:47.040Z,"27 km SE of Ger?sh, Iran",earthquake,7.4,1.9,0.159,11,reviewed,us,us
2015-08-10T19:02:36.000Z,27.48,54.67,12,4.2,mb,,,,1.1,us,us100030v8,2015-11-06T18:06:25.040Z,"56 km ESE of Ger?sh, Iran",earthquake,8.4,3,0.089,35,reviewed,teh,us
2010-01-06T14:17:47.900Z,27.477,55.121,13.4,4.9,mb,128,79.6,,,us,usp000h5t3,2022-05-02T21:32:22.720Z,"99 km ESE of Ger?sh, Iran",earthquake,,,,52,reviewed,teh,us
2012-12-01T22:08:51.100Z,27.466,53.656,12,4.5,mb,79,71.2,,,us,usp000jwau,2014-11-07T01:49:30.699Z,"52 km WSW of Ger?sh, Iran",earthquake,,,,34,reviewed,teh,us
2020-12-11T20:47:53.921Z,27.4609,54.0437,10,4.7,mb,,38,3.169,0.73,us,us7000cqdz,2021-02-20T16:11:24.040Z,"24 km SSW of Ger?sh, Iran",earthquake,5.2,1.8,0.047,143,reviewed,us,us
2021-10-10T16:11:25.699Z,27.4482,55.2274,10,4.7,mb,,49,2.642,0.53,us,us6000ftj0,2021-12-18T19:58:48.040Z,"104 km NNE of Bandar-e Lengeh, Iran",earthquake,7.6,1.8,0.061,85,reviewed,us,us
2015-04-29T02:37:46.190Z,27.433,53.4371,10,4.9,mb,,30,0.259,1.17,us,us20002a1c,2015-07-03T00:23:46.040Z,"56 km ESE of Mohr, Iran",earthquake,1.5,1.8,0.047,144,reviewed,us,us
2020-11-29T04:24:28.682Z,27.4149,54.0744,10,4.9,mb,,38,3.116,0.93,us,us7000ckrr,2021-02-06T18:28:53.040Z,"28 km SSW of Ger?sh, Iran",earthquake,7,1.8,0.044,166,reviewed,us,us
2021-09-11T22:45:19.918Z,27.4119,54.5778,10,4.4,mb,,60,2.858,0.51,us,us7000faeg,2021-11-23T15:10:10.040Z,"52 km ESE of Ger?sh, Iran",earthquake,7.3,1.8,0.066,68,reviewed,us,us
2013-11-20T08:20:21.400Z,27.406,56.167,17.3,4.3,mb,,,,1.24,us,usb000l2p7,2014-02-11T02:18:52.000Z,"26 km NNW of Bandar Abbas, Iran",earthquake,,4.9,0.189,,reviewed,teh,us
2020-03-15T22:04:25.371Z,27.4047,55.3537,10,5.4,mww,,38,2.565,0.65,us,us60008g7m,2020-05-30T22:17:12.040Z,"94 km WNW of Bandar Abbas, Iran",earthquake,6.2,1.7,0.073,18,reviewed,us,us
2017-10-14T17:38:45.420Z,27.4014,52.4218,10,4,mb,,188,4.187,1.01,us,us1000aunf,2018-01-09T02:15:00.040Z,"48 km WSW of Mohr, Iran",earthquake,10.6,2,0.163,10,reviewed,us,us
2021-09-11T20:55:22.651Z,27.3933,54.6446,10,4.3,mb,,59,2.812,0.49,us,us7000fadr,2021-11-23T15:10:06.040Z,"58 km ESE of Ger?sh, Iran",earthquake,7.6,1.7,0.073,55,reviewed,us,us
2020-09-22T19:43:31.844Z,27.3906,55.3292,10,4.1,mb,,48,2.559,0.71,us,us6000bzrr,2020-11-28T21:32:05.040Z,"96 km WNW of Bandar Abbas, Iran",earthquake,7.4,1.9,0.097,35,reviewed,us,us
2021-09-11T21:20:00.891Z,27.3885,54.524,10,4.1,mb,,91,2.863,0.56,us,us7000fadv,2021-11-23T15:10:07.040Z,"49 km SE of Ger?sh, Iran",earthquake,8.4,1.9,0.091,33,reviewed,us,us
2020-10-14T11:06:17.268Z,27.3738,54.4577,10,4.6,mb,,34,2.883,0.56,us,us6000c886,2020-12-29T23:07:20.040Z,"45 km SE of Ger?sh, Iran",earthquake,7.7,1.8,0.074,54,reviewed,us,us
2013-07-13T00:52:58.900Z,27.368,55.172,14.1,4.3,mb,24,100,,,us,usb000idjz,2014-11-07T01:51:15.800Z,"94 km NNE of Bandar-e Lengeh, Iran",earthquake,,,,36,reviewed,thr,us
2018-10-25T03:03:34.530Z,27.3623,52.7024,10,4.3,mb,,82,3.961,0.75,us,us1000hguw,2019-01-10T17:18:35.040Z,"27 km SW of Mohr, Iran",earthquake,8.5,1.9,0.096,31,reviewed,us,us
2015-04-30T04:18:23.300Z,27.355,53.476,13.7,4,mb,,,,0.77,us,us20002dek,2015-07-09T22:00:03.040Z,"62 km ESE of Mohr, Iran",earthquake,5.1,4.7,0.15,12,reviewed,teh,us
2022-02-16T04:39:18.237Z,27.3465,55.6258,10,4.1,mb,,123,2.447,0.89,us,us7000gmta,2022-04-30T14:18:17.040Z,"67 km WNW of Bandar Abbas, Iran",earthquake,8.5,1.9,0.198,7,reviewed,us,us
2021-09-19T22:11:09.381Z,27.3459,52.4711,10,4.4,mb,,83,4.119,0.84,us,us7000fduw,2021-12-03T15:01:59.040Z,"46 km WSW of Mohr, Iran",earthquake,9.5,1.9,0.143,14,reviewed,us,us
2015-04-12T16:48:16.390Z,27.3415,52.9509,10,4.9,mb,,48,3.774,0.65,us,us200025y5,2015-06-22T23:18:58.040Z,"24 km SSE of Mohr, Iran",earthquake,6.7,1.8,0.045,156,reviewed,us,us
2019-11-12T06:01:00.643Z,27.3391,54.8662,10,4.2,mb,,62,2.67,0.97,us,us60006ai1,2020-02-07T20:20:17.040Z,"80 km ESE of Ger?sh, Iran",earthquake,8.3,1.9,0.115,21,reviewed,us,us
2016-01-21T19:28:59.350Z,27.3351,54.8165,10,4.7,mb,,31,2.687,0.66,us,us10004g5n,2016-04-06T17:30:30.040Z,"76 km ESE of Ger?sh, Iran",earthquake,7.1,1.8,0.061,84,reviewed,us,us
2012-09-26T11:52:53.590Z,27.329,52.904,39.6,4.2,mb,39,85.8,,,us,usp000jszz,2014-11-07T01:48:55.207Z,"25 km S of Mohr, Iran",earthquake,,,,13,reviewed,thr,us
2022-02-16T00:49:28.901Z,27.3279,55.5554,10,4.3,mb,,117,2.443,0.64,us,us7000gl6b,2022-04-30T14:18:17.040Z,"73 km WNW of Bandar Abbas, Iran",earthquake,9.5,1.9,0.091,34,reviewed,us,us
2020-11-09T11:49:21.829Z,27.3195,53.5838,10,4.7,mb,,88,3.337,0.8,us,us7000ce9g,2021-01-23T22:25:45.040Z,"66 km SW of Ger?sh, Iran",earthquake,4.3,1.9,0.152,16,reviewed,us,us
2013-07-02T14:14:21.510Z,27.319,54.903,10,4.1,mb,27,94.7,,0.9,us,us2013sdcm,2014-11-07T01:51:12.225Z,"84 km N of Bandar-e Lengeh, Iran",earthquake,,,,3,reviewed,us,us
2015-05-20T07:46:30.500Z,27.312,52.915,10,4,mb,,,,1.29,us,us20002kcd,2015-07-23T01:04:13.040Z,"27 km S of Mohr, Iran",earthquake,11.1,5.6,0.196,8,reviewed,teh,us
2015-04-12T16:59:16.000Z,27.31,52.97,9,4.1,mb,,,,0.92,us,us2000260y,2015-06-22T23:18:58.040Z,"28 km SSE of Mohr, Iran",earthquake,9.5,5.4,0.14,14,reviewed,teh,us
2010-05-09T03:10:11.000Z,27.307,54.945,9.6,4,mb,53,98.1,,,us,usp000hchd,2014-11-07T01:41:28.231Z,"83 km N of Bandar-e Lengeh, Iran",earthquake,,,,7,reviewed,teh,us
2013-07-02T14:08:51.380Z,27.302,54.897,10.1,4.5,mb,55,69,,0.78,us,usb000i4tx,2014-11-07T01:51:12.211Z,"82 km N of Bandar-e Lengeh, Iran",earthquake,,4.1,,36,reviewed,us,us
2010-11-11T22:20:00.000Z,27.3,55.24,6,4.7,mb,104,50.2,,,us,usp000hpea,2014-11-07T01:42:53.993Z,"89 km NNE of Bandar-e Lengeh, Iran",earthquake,,,,29,reviewed,teh,us
2019-11-07T18:00:56.450Z,27.2937,55.0357,10,4.2,mb,,54,2.563,0.76,us,us600068qk,2020-02-01T23:21:50.040Z,"82 km N of Bandar-e Lengeh, Iran",earthquake,5.9,1.6,0.093,32,reviewed,us,us
2016-12-30T20:17:57.430Z,27.2869,53.2217,10,4.2,mb,,113,3.553,0.72,us,us10007tr6,2017-03-23T22:52:10.040Z,"44 km SE of Mohr, Iran",earthquake,6.4,1.9,0.124,18,reviewed,us,us
2019-11-06T16:28:51.488Z,27.2849,54.8962,10,4.5,mb,,56,2.609,0.76,us,us700063z0,2020-02-01T23:21:41.040Z,"80 km N of Bandar-e Lengeh, Iran",earthquake,7.3,1.9,0.065,69,reviewed,us,us
2020-11-05T04:05:43.485Z,27.2831,53.5571,10,4.5,mb,,111,3.329,0.62,us,us7000capd,2021-01-23T22:25:28.040Z,"71 km SW of Ger?sh, Iran",earthquake,4.6,1.9,0.101,29,reviewed,us,us
2015-04-19T03:41:17.900Z,27.281,52.91,10.9,4.1,mb,,,,1.26,us,us200027lc,2015-06-26T23:15:56.040Z,"30 km S of Mohr, Iran",earthquake,7.1,2.7,0.103,26,reviewed,teh,us
2014-02-04T09:17:12.000Z,27.28,52.79,14,4.1,mb,,,,0.98,us,usc000mtha,2014-04-08T01:43:28.000Z,"31 km SSW of Mohr, Iran",earthquake,,5.6,0.302,3,reviewed,teh,us
2013-07-02T11:18:33.000Z,27.28,55.02,12,5,mb,150,100,,,us,usb000i4s4,2014-11-07T01:51:11.940Z,"81 km N of Bandar-e Lengeh, Iran",earthquake,,,,116,reviewed,teh,us
2019-10-22T22:10:03.576Z,27.278,55.0669,10,4.1,mb,,115,2.538,0.34,us,us700061np,2020-01-11T21:26:25.040Z,"81 km NNE of Bandar-e Lengeh, Iran",earthquake,10.8,2,0.212,6,reviewed,us,us
2022-04-09T04:38:25.628Z,27.2747,55.296,10,4,mb,,150,2.459,0.69,us,us7000h1v2,2022-06-20T22:08:04.040Z,"89 km NNE of Bandar-e Lengeh, Iran",earthquake,13,2,0.232,6,reviewed,us,us
2010-04-01T07:31:56.900Z,27.273,53.701,5,4.1,mblg,25,96.5,,,us,usp000ha6p,2014-11-07T01:41:08.777Z,"61 km SW of Ger?sh, Iran",earthquake,,,,,reviewed,teh,teh
2022-06-22T08:35:22.325Z,27.2727,53.2427,10,4.9,mb,,57,3.529,0.84,us,us7000hj9a,2022-06-22T09:03:33.040Z,"47 km SE of Mohr, Iran",earthquake,5,1.7,0.055,130,reviewed,us,us
2014-11-02T11:55:17.000Z,27.27,54.81,15,4.2,mb,,,,1.36,us,usc000sthq,2015-01-20T09:03:11.040Z,"79 km N of Bandar-e Lengeh, Iran",earthquake,7.4,2.1,0.12,24,reviewed,teh,us
